Gender,Age Group,Purchase Date,Product Category,Discount Availed,Gross Amount,Net Amount,Purchase Method,Location,Married
0,2,3,Electronics,1,2832.78,2610.54,Credit Card,Chennai,1.0
2,1,3,Clothing,1,3224.04,2738.81,Paytm UPI,Ahmedabad,1.0
1,2,4,Clothing,0,249.94,249.94,Debit Card,Mumbai,0.0
2,0,5,Electronics,0,2307.74,2307.74,Net Banking,Pune,1.0
1,2,5,Clothing,1,2951.24,2545.41,Credit Card,Mumbai,0.0
1,2,2,Sports & Fitness,0,1699.14,1699.14,PhonePe UPI,Hyderabad,1.0
0,1,1,Clothing,0,1267.91,1267.91,Credit Card,Dehradun,1.0
1,3,2,Beauty and Health,1,4040.51,3858.61,Credit Card,Delhi,1.0
0,1,5,Beauty and Health,0,3887.52,3887.52,Paytm UPI,Mumbai,1.0
2,2,3,Electronics,0,5745.3,5745.3,Credit Card,Chennai,1.0
1,3,6,Beauty and Health,0,2144.22,2144.22,Debit Card,Ahmedabad,0.0
0,1,4,Electronics,0,5409.16,5409.16,Credit Card,Bangalore,0.0
0,2,6,Electronics,0,4838.15,4838.15,Debit Card,Hyderabad,1.0
1,0,0,Electronics,0,5595.51,5595.51,Debit Card,Delhi,1.0
0,2,4,Books,0,3139.94,3139.94,Paytm UPI,Hyderabad,1.0
0,2,1,Electronics,0,882.1,882.1,PhonePe UPI,Bangalore,0.0
2,2,6,Sports & Fitness,1,930.57,758.49,Debit Card,Other,0.0
2,3,3,Electronics,1,4648.54,4251.14,Net Banking,Delhi,0.0
1,1,0,Sports & Fitness,0,2096.08,2096.08,Credit Card,Mumbai,1.0
2,2,2,Electronics,0,1292.32,1292.32,Cash on Delivery,Pune,0.0
2,1,4,Clothing,1,3706.67,3331.71,Google Pay UPI,Mumbai,1.0
1,1,3,Books,0,1366.53,1366.53,Credit Card,Delhi,0.0
2,2,3,Clothing,0,1279.28,1279.28,Credit Card,Chennai,1.0
2,2,2,Home & Kitchen,0,1760.67,1760.67,Credit Card,Jaipur,1.0
1,2,0,Sports & Fitness,1,7123.36,6669.1,Debit Card,Ahmedabad,0.0
0,2,0,Books,1,986.89,734.19,Cash on Delivery,Bangalore,1.0
1,2,0,Sports & Fitness,1,768.15,338.56,Credit Card,Bangalore,0.0
0,2,1,Clothing,1,1680.84,1299.86,Net Banking,Mumbai,1.0
1,1,4,Home & Kitchen,1,6261.33,5771.77,Net Banking,Delhi,1.0
1,1,3,Electronics,1,669.05,278.86,Credit Card,Mumbai,0.0
1,2,0,Electronics,1,1747.24,1298.4,PhonePe UPI,Lucknow,0.0
1,2,4,Electronics,1,3658.78,3559.74,Google Pay UPI,Mumbai,1.0
1,0,0,Home & Kitchen,1,5122.16,4936.58,Paytm UPI,Mumbai,0.0
2,1,0,Electronics,0,1321.52,1321.52,Cash on Delivery,Pune,1.0
1,2,2,Beauty and Health,0,255.34,255.34,Paytm UPI,Mumbai,1.0
1,1,1,Electronics,0,3559.0,3559.0,Credit Card,Varanasi,0.0
0,2,5,Beauty and Health,1,2823.04,2408.26,Debit Card,Jaipur,1.0
2,2,5,Electronics,0,3296.04,3296.04,Net Banking,Bangalore,0.0
1,3,5,Books,1,3970.23,3803.23,Credit Card,Lucknow,0.0
1,1,5,Sports & Fitness,0,3441.74,3441.74,Credit Card,Delhi,0.0
0,2,1,Clothing,1,419.58,160.1,Debit Card,Delhi,1.0
2,2,5,Electronics,1,4024.87,3716.53,International Card,Kolkata,1.0
1,1,2,Beauty and Health,1,4298.71,4062.03,Cash on Delivery,Chennai,0.0
2,3,0,Clothing,0,214.87,214.87,Net Banking,Mumbai,1.0
0,2,5,Clothing,1,3265.85,3117.22,International Card,Delhi,1.0
2,2,5,Clothing,0,2191.86,2191.86,Credit Card,Delhi,1.0
2,3,1,Beauty and Health,0,1280.22,1280.22,Net Banking,Delhi,0.0
2,1,2,Clothing,0,2350.86,2350.86,Credit Card,Mumbai,0.0
2,1,5,Books,1,3968.06,3811.36,Credit Card,Varanasi,0.0
1,2,5,Electronics,0,4321.71,4321.71,Credit Card,Mumbai,1.0
0,2,2,Clothing,0,3457.72,3457.72,Credit Card,Delhi,1.0
0,2,4,Other,1,2977.12,2767.38,Credit Card,Mumbai,1.0
1,3,5,Pet Care,0,1730.81,1730.81,Cash on Delivery,Hyderabad,1.0
0,2,6,Electronics,0,1104.54,1104.54,Credit Card,Chennai,1.0
1,2,4,Electronics,0,3312.71,3312.71,PhonePe UPI,Delhi,0.0
0,1,3,Pet Care,1,1498.95,1372.88,Cash on Delivery,Kolkata,1.0
1,3,3,Electronics,0,808.26,808.26,Cash on Delivery,Mumbai,0.0
1,3,1,Books,1,4702.53,4569.81,Credit Card,Pune,1.0
2,2,4,Clothing,0,3808.26,3808.26,Debit Card,Chennai,1.0
1,3,5,Other,1,4456.24,4059.3,Debit Card,Mumbai,1.0
1,2,1,Home & Kitchen,0,5054.83,5054.83,Credit Card,Chennai,0.0
1,2,0,Clothing,1,3401.8,3051.24,Credit Card,Pune,1.0
1,2,0,Clothing,1,1450.42,1391.01,Debit Card,Delhi,1.0
0,2,6,Electronics,0,3317.58,3317.58,International Card,Bangalore,1.0
0,2,4,Beauty and Health,1,1722.88,1528.95,Net Banking,Chennai,1.0
0,1,1,Home & Kitchen,1,651.79,489.5,International Card,Mumbai,1.0
1,3,6,Electronics,0,2830.32,2830.32,Credit Card,Ahmedabad,0.0
0,1,0,Clothing,1,4961.89,4679.7,International Card,Delhi,0.0
0,2,2,Electronics,1,881.93,402.91,Credit Card,Mumbai,0.0
0,0,5,Clothing,0,5243.48,5243.48,Credit Card,Mumbai,1.0
1,0,3,Electronics,1,4304.98,3863.43,Paytm UPI,Kolkata,1.0
0,1,5,Clothing,0,1431.96,1431.96,Credit Card,Delhi,1.0
0,4,0,Toys & Games,0,4894.56,4894.56,Debit Card,Jaipur,0.0
1,2,0,Electronics,0,3605.1,3605.1,Credit Card,Ahmedabad,1.0
0,3,6,Clothing,0,2077.95,2077.95,Google Pay UPI,Chennai,0.0
0,2,4,Electronics,1,2534.93,2377.73,Debit Card,Mumbai,0.0
0,2,0,Beauty and Health,0,447.45,447.45,PhonePe UPI,Jaipur,0.0
2,2,4,Sports & Fitness,1,4696.69,4275.2,Credit Card,Bangalore,1.0
1,2,3,Electronics,0,3625.29,3625.29,Net Banking,Mumbai,0.0
0,3,3,Pet Care,1,257.0,115.55,Credit Card,Jaipur,1.0
0,1,5,Beauty and Health,1,1769.15,1433.32,Credit Card,Bangalore,1.0
1,3,5,Sports & Fitness,0,273.85,273.85,International Card,Mumbai,0.0
2,2,2,Electronics,1,846.15,713.91,Debit Card,Mumbai,0.0
0,2,5,Clothing,1,7731.78,7260.38,Credit Card,Ahmedabad,0.0
0,2,1,Pet Care,1,4676.4,4599.27,Google Pay UPI,Delhi,1.0
1,3,2,Electronics,0,1916.2,1916.2,Debit Card,Bangalore,1.0
0,3,6,Electronics,1,2695.16,2622.31,Credit Card,Kolkata,0.0
2,2,6,Electronics,0,415.93,415.93,Credit Card,Delhi,1.0
1,1,1,Sports & Fitness,1,3761.6,3605.23,Credit Card,Bangalore,1.0
0,1,6,Clothing,0,3111.78,3111.78,Google Pay UPI,Delhi,1.0
0,1,5,Beauty and Health,1,1323.79,918.49,Credit Card,Pune,1.0
1,2,1,Clothing,1,2976.97,2738.05,PhonePe UPI,Delhi,0.0
0,2,0,Electronics,1,1114.85,638.67,Credit Card,Pune,1.0
0,1,4,Beauty and Health,1,843.47,538.11,Credit Card,Delhi,1.0
2,1,5,Electronics,1,4599.63,4117.82,Debit Card,Mumbai,1.0
0,1,3,Electronics,1,3618.54,3235.87,PhonePe UPI,Hyderabad,0.0
1,2,0,Books,1,2900.85,2509.55,Credit Card,Delhi,1.0
1,1,1,Electronics,1,4731.47,4492.68,Credit Card,Delhi,1.0
1,1,1,Toys & Games,1,4675.69,4614.72,Google Pay UPI,Lucknow,0.0
2,3,2,Home & Kitchen,0,619.29,619.29,Debit Card,Ahmedabad,1.0
2,2,2,Electronics,0,5025.72,5025.72,Credit Card,Kolkata,0.0
0,2,2,Books,0,1168.58,1168.58,Paytm UPI,Hyderabad,0.0
0,1,3,Clothing,0,5142.36,5142.36,Credit Card,Chennai,0.0
1,1,2,Toys & Games,1,3495.61,3197.06,Debit Card,Bangalore,1.0
0,2,6,Other,1,4804.41,4330.54,Credit Card,Delhi,1.0
2,4,0,Clothing,0,1603.13,1603.13,Debit Card,Kolkata,1.0
2,2,1,Home & Kitchen,0,3960.59,3960.59,Credit Card,Mumbai,0.0
2,3,0,Electronics,1,7402.29,7345.53,Credit Card,Bangalore,1.0
2,2,1,Clothing,0,1731.52,1731.52,Credit Card,Mumbai,1.0
0,2,4,Electronics,0,2661.21,2661.21,Paytm UPI,Mumbai,0.0
2,3,5,Electronics,1,563.11,508.34,Credit Card,Kolkata,1.0
2,2,5,Electronics,1,4102.4,3861.79,International Card,Mumbai,1.0
2,2,5,Beauty and Health,1,4685.75,4384.91,International Card,Chennai,1.0
2,1,2,Clothing,1,3319.99,2845.2,Credit Card,Bangalore,1.0
0,2,5,Sports & Fitness,0,3002.65,3002.65,Credit Card,Delhi,0.0
2,3,2,Beauty and Health,1,3518.26,3385.65,International Card,Delhi,0.0
0,3,6,Sports & Fitness,0,1366.06,1366.06,Credit Card,Jaipur,1.0
2,4,1,Home & Kitchen,1,3542.1,3093.85,Credit Card,Mumbai,0.0
2,2,0,Home & Kitchen,0,5382.44,5382.44,Debit Card,Kolkata,1.0
1,2,1,Beauty and Health,0,4475.38,4475.38,International Card,Mumbai,0.0
0,1,4,Clothing,0,2350.91,2350.91,Debit Card,Delhi,1.0
1,3,1,Beauty and Health,0,333.91,333.91,Credit Card,Srinagar,1.0
2,1,2,Electronics,0,921.31,921.31,Net Banking,Delhi,1.0
1,2,0,Other,1,518.61,420.7,Debit Card,Mumbai,0.0
0,2,4,Clothing,0,2021.71,2021.71,Credit Card,Chennai,1.0
2,3,3,Books,0,7440.42,7440.42,PhonePe UPI,Kolkata,1.0
2,2,0,Electronics,1,607.14,496.06,Credit Card,Delhi,1.0
2,1,4,Home & Kitchen,1,272.51,111.08,Net Banking,Pune,0.0
0,3,0,Other,0,409.29,409.29,Debit Card,Kolkata,1.0
2,1,0,Clothing,0,3795.17,3795.17,International Card,Mumbai,1.0
1,2,4,Books,0,962.7,962.7,Credit Card,Mumbai,1.0
0,2,3,Beauty and Health,1,2541.74,2096.41,Debit Card,Delhi,1.0
2,3,3,Home & Kitchen,0,5644.78,5644.78,Debit Card,Delhi,0.0
2,1,5,Electronics,0,3865.29,3865.29,Credit Card,Jaipur,0.0
0,4,5,Clothing,1,1049.07,916.9,Credit Card,Chennai,0.0
2,4,3,Books,0,3896.86,3896.86,PhonePe UPI,Hyderabad,1.0
2,1,3,Pet Care,0,6019.77,6019.77,Debit Card,Delhi,0.0
1,2,5,Other,1,3370.3,3054.1,Credit Card,Varanasi,0.0
1,0,5,Electronics,1,4292.62,4067.0,Debit Card,Hyderabad,1.0
2,1,0,Sports & Fitness,1,6091.31,6027.18,Credit Card,Ahmedabad,0.0
0,4,4,Beauty and Health,0,1894.78,1894.78,Debit Card,Hyderabad,0.0
1,4,5,Clothing,0,3076.63,3076.63,Debit Card,Mumbai,1.0
0,2,5,Clothing,0,4366.16,4366.16,Debit Card,Bangalore,0.0
1,2,3,Beauty and Health,0,212.37,212.37,Debit Card,Bangalore,0.0
0,2,1,Books,1,148.4,70.83,Credit Card,Delhi,1.0
0,4,3,Toys & Games,0,4864.35,4864.35,Debit Card,Kolkata,1.0
2,2,5,Beauty and Health,1,5054.83,4772.06,Credit Card,Ahmedabad,0.0
2,2,3,Sports & Fitness,0,2712.79,2712.79,Credit Card,Bangalore,1.0
0,1,5,Sports & Fitness,0,2252.07,2252.07,Credit Card,Kolkata,0.0
0,1,3,Sports & Fitness,1,1625.49,1201.4,Credit Card,Pune,0.0
1,1,4,Beauty and Health,1,7865.77,7648.95,Credit Card,Ahmedabad,1.0
0,1,4,Sports & Fitness,0,889.79,889.79,Credit Card,Delhi,1.0
0,2,5,Electronics,1,3590.05,3371.31,Google Pay UPI,Delhi,1.0
1,1,1,Beauty and Health,0,7170.29,7170.29,Credit Card,Bangalore,0.0
0,2,3,Electronics,0,2202.13,2202.13,PhonePe UPI,Hyderabad,0.0
0,1,2,Sports & Fitness,1,768.77,426.13,Credit Card,Chennai,1.0
0,1,4,Beauty and Health,1,3547.9,3282.2,Debit Card,Chennai,0.0
1,2,5,Other,0,2180.09,2180.09,Credit Card,Bangalore,0.0
1,0,1,Books,1,2902.15,2642.06,Credit Card,Mumbai,1.0
1,2,0,Clothing,1,4574.0,4440.09,Credit Card,Chennai,0.0
0,1,4,Beauty and Health,1,4675.62,4520.21,Debit Card,Mumbai,1.0
2,2,4,Clothing,1,5309.71,4982.26,Debit Card,Mumbai,0.0
2,2,0,Other,0,4670.97,4670.97,International Card,Delhi,0.0
1,2,2,Beauty and Health,0,5397.0,5397.0,International Card,Other,1.0
1,2,0,Toys & Games,1,6619.99,6498.43,Credit Card,Hyderabad,1.0
0,2,1,Beauty and Health,1,3005.68,2527.01,Credit Card,Mumbai,0.0
0,1,5,Electronics,0,3971.62,3971.62,Paytm UPI,Mumbai,0.0
0,1,0,Books,0,4679.35,4679.35,Net Banking,Delhi,1.0
0,1,0,Electronics,0,658.4,658.4,Credit Card,Hyderabad,0.0
1,3,1,Clothing,0,796.24,796.24,Credit Card,Jaipur,1.0
2,2,3,Electronics,0,1773.45,1773.45,Credit Card,Ahmedabad,1.0
0,3,1,Clothing,1,3480.66,3093.7,Credit Card,Bangalore,0.0
1,2,5,Other,1,932.75,494.5,Credit Card,Ahmedabad,0.0
1,2,6,Clothing,1,3330.24,3239.11,Debit Card,Delhi,1.0
0,4,5,Clothing,1,3149.01,2769.53,Debit Card,Srinagar,1.0
0,1,0,Home & Kitchen,1,533.71,460.03,Credit Card,Pune,1.0
2,3,0,Sports & Fitness,1,2948.23,2490.86,Debit Card,Kolkata,1.0
2,3,1,Electronics,0,1356.84,1356.84,Credit Card,Pune,1.0
1,1,5,Electronics,0,2996.65,2996.65,Credit Card,Pune,0.0
0,2,2,Electronics,1,1234.02,825.08,Cash on Delivery,Mumbai,1.0
0,1,0,Beauty and Health,0,4928.32,4928.32,Debit Card,Mumbai,0.0
1,1,3,Other,1,2528.25,2304.66,Cash on Delivery,Bangalore,0.0
2,3,4,Electronics,0,4467.08,4467.08,Debit Card,Mumbai,0.0
2,2,0,Electronics,0,5437.69,5437.69,Cash on Delivery,Delhi,1.0
2,2,6,Electronics,1,3036.22,2978.9,Paytm UPI,Pune,1.0
1,2,2,Electronics,1,2978.27,2607.96,Credit Card,Kolkata,1.0
0,2,5,Electronics,0,527.79,527.79,International Card,Bangalore,1.0
0,3,5,Electronics,0,2960.13,2960.13,Paytm UPI,Mumbai,0.0
2,1,4,Beauty and Health,1,1220.72,945.96,Debit Card,Delhi,1.0
2,2,5,Sports & Fitness,0,4220.94,4220.94,Credit Card,Mumbai,0.0
2,1,3,Beauty and Health,1,3002.67,2824.65,PhonePe UPI,Kolkata,0.0
0,2,6,Electronics,0,2121.59,2121.59,Credit Card,Delhi,1.0
1,1,1,Electronics,1,6017.34,5661.95,PhonePe UPI,Mumbai,1.0
2,2,0,Electronics,1,4969.8,4599.15,Google Pay UPI,Mumbai,0.0
2,3,6,Home & Kitchen,0,3345.13,3345.13,Debit Card,Hyderabad,0.0
2,2,2,Home & Kitchen,0,3082.01,3082.01,Debit Card,Lucknow,0.0
0,2,6,Sports & Fitness,0,3838.63,3838.63,Paytm UPI,Lucknow,1.0
0,2,6,Electronics,0,3244.77,3244.77,Credit Card,Mumbai,1.0
0,2,0,Other,1,4656.69,4428.64,Credit Card,Bangalore,0.0
0,2,2,Clothing,1,1500.67,1331.6,Credit Card,Delhi,1.0
2,2,5,Electronics,1,1958.75,1611.4,Credit Card,Delhi,1.0
0,2,5,Beauty and Health,1,2452.53,2293.96,International Card,Hyderabad,1.0
2,3,4,Electronics,1,351.47,20.05,Credit Card,Kolkata,0.0
2,4,5,Books,1,7003.01,6740.84,International Card,Bangalore,0.0
0,3,2,Electronics,1,3623.92,3304.28,Google Pay UPI,Hyderabad,1.0
1,2,5,Toys & Games,0,759.07,759.07,Credit Card,Mumbai,1.0
2,2,0,Sports & Fitness,0,3790.77,3790.77,Debit Card,Delhi,1.0
0,1,1,Electronics,1,472.6,312.41,Credit Card,Bangalore,1.0
1,1,6,Clothing,0,3491.31,3491.31,Debit Card,Delhi,1.0
2,1,0,Clothing,1,799.44,669.64,Debit Card,Mumbai,0.0
0,2,1,Electronics,1,4320.48,4248.35,Debit Card,Pune,0.0
2,2,4,Electronics,1,3399.66,3349.63,Paytm UPI,Delhi,0.0
1,4,5,Electronics,1,1756.99,1342.77,Credit Card,Mumbai,1.0
1,3,5,Electronics,1,1585.02,1240.35,Net Banking,Delhi,1.0
0,0,5,Clothing,0,6236.22,6236.22,Credit Card,Other,0.0
0,2,5,Books,0,765.33,765.33,Credit Card,Mumbai,0.0
2,2,3,Other,1,2550.59,2304.86,Debit Card,Dehradun,1.0
0,2,2,Home & Kitchen,0,4071.91,4071.91,Credit Card,Bangalore,0.0
1,0,5,Clothing,1,2900.19,2544.5,Credit Card,Pune,1.0
1,4,5,Clothing,0,511.32,511.32,Credit Card,Delhi,1.0
1,3,6,Pet Care,0,4796.83,4796.83,Credit Card,Hyderabad,1.0
0,3,1,Electronics,0,3929.16,3929.16,Paytm UPI,Bangalore,1.0
2,2,0,Electronics,0,1929.33,1929.33,Net Banking,Pune,1.0
2,1,4,Electronics,1,2150.69,1930.22,Net Banking,Mumbai,1.0
2,1,0,Electronics,0,2188.1,2188.1,Credit Card,Chennai,1.0
0,3,2,Electronics,1,3451.77,3227.74,Cash on Delivery,Chennai,0.0
1,2,2,Sports & Fitness,1,1668.23,1538.34,Paytm UPI,Bangalore,0.0
2,1,4,Beauty and Health,1,929.14,650.68,Debit Card,Mumbai,1.0
1,2,4,Beauty and Health,1,2440.04,2236.05,Paytm UPI,Hyderabad,0.0
2,1,5,Sports & Fitness,1,4267.11,4037.07,Paytm UPI,Bangalore,1.0
2,1,3,Books,0,4802.33,4802.33,Credit Card,Varanasi,1.0
1,0,4,Other,0,195.09,195.09,Credit Card,Delhi,1.0
1,2,5,Electronics,1,3521.17,3406.27,Credit Card,Hyderabad,1.0
2,2,1,Pet Care,1,2689.01,2279.09,Credit Card,Srinagar,1.0
2,2,0,Beauty and Health,1,1046.04,885.5,Debit Card,Delhi,1.0
2,0,3,Clothing,1,2176.48,1799.68,Google Pay UPI,Bangalore,1.0
1,3,2,Home & Kitchen,1,4863.63,4477.92,Credit Card,Hyderabad,1.0
2,4,3,Electronics,0,467.24,467.24,Credit Card,Bangalore,1.0
0,2,3,Beauty and Health,0,247.56,247.56,Credit Card,Jaipur,1.0
1,2,3,Clothing,1,869.97,653.45,Credit Card,Hyderabad,1.0
1,2,0,Pet Care,1,3668.57,3470.72,Credit Card,Ahmedabad,1.0
2,4,0,Home & Kitchen,0,440.31,440.31,Credit Card,Dehradun,1.0
0,1,6,Clothing,1,3242.4,2938.26,Debit Card,Mumbai,0.0
2,1,4,Electronics,1,2484.77,2225.25,Debit Card,Bangalore,1.0
1,2,3,Beauty and Health,1,231.44,23.99,Credit Card,Chennai,0.0
0,2,3,Beauty and Health,0,1989.81,1989.81,Credit Card,Mumbai,1.0
0,1,5,Electronics,0,5777.29,5777.29,International Card,Delhi,0.0
0,1,5,Clothing,1,5887.02,5468.08,Credit Card,Mumbai,1.0
2,3,6,Clothing,1,848.3,522.15,Credit Card,Kolkata,0.0
0,2,4,Electronics,0,4043.11,4043.11,Net Banking,Bangalore,0.0
1,1,0,Toys & Games,0,4317.86,4317.86,Google Pay UPI,Delhi,1.0
1,2,5,Books,0,3303.1,3303.1,Paytm UPI,Delhi,1.0
0,3,4,Pet Care,1,1468.14,1389.04,Credit Card,Delhi,1.0
2,0,5,Sports & Fitness,0,1051.06,1051.06,Credit Card,Lucknow,1.0
1,2,2,Electronics,0,3121.3,3121.3,Credit Card,Ahmedabad,1.0
0,2,6,Sports & Fitness,1,4939.52,4476.14,Credit Card,Delhi,1.0
1,2,4,Electronics,1,968.07,556.0,Debit Card,Bangalore,0.0
0,3,3,Other,0,670.76,670.76,Credit Card,Delhi,1.0
0,4,3,Toys & Games,0,797.1,797.1,Debit Card,Delhi,1.0
1,4,6,Electronics,0,2315.7,2315.7,Debit Card,Hyderabad,1.0
1,1,5,Clothing,1,5775.14,5548.01,Credit Card,Hyderabad,1.0
2,2,6,Clothing,1,1445.88,1375.91,Credit Card,Chennai,0.0
2,1,2,Electronics,0,1545.35,1545.35,Debit Card,Pune,1.0
1,2,6,Beauty and Health,0,3264.35,3264.35,Credit Card,Mumbai,1.0
2,1,5,Books,0,2803.38,2803.38,Net Banking,Varanasi,1.0
0,3,1,Books,0,1963.52,1963.52,Credit Card,Hyderabad,1.0
2,2,5,Electronics,0,3555.22,3555.22,Credit Card,Lucknow,1.0
1,3,6,Pet Care,1,1192.0,782.64,Net Banking,Delhi,1.0
1,3,1,Electronics,1,3057.47,2562.69,Credit Card,Delhi,0.0
2,1,1,Electronics,1,3962.78,3752.97,International Card,Kolkata,0.0
0,2,2,Books,1,789.07,563.07,Credit Card,Mumbai,1.0
0,3,4,Sports & Fitness,0,5555.14,5555.14,Debit Card,Mumbai,0.0
0,4,6,Electronics,0,435.15,435.15,Credit Card,Mumbai,1.0
1,3,2,Beauty and Health,0,2119.71,2119.71,Debit Card,Bangalore,0.0
2,3,3,Other,0,5500.4,5500.4,Net Banking,Kolkata,1.0
2,2,5,Electronics,1,2787.92,2535.83,Debit Card,Delhi,0.0
0,2,4,Clothing,1,479.4,61.72,Cash on Delivery,Delhi,1.0
2,3,5,Clothing,0,1245.3,1245.3,Debit Card,Mumbai,0.0
2,2,4,Sports & Fitness,1,3813.49,3319.42,Paytm UPI,Mumbai,1.0
2,2,1,Other,1,664.18,427.54,Debit Card,Delhi,1.0
1,1,2,Electronics,1,5474.64,5097.43,Debit Card,Mumbai,1.0
2,2,2,Beauty and Health,1,2923.31,2606.06,Cash on Delivery,Bangalore,1.0
2,3,3,Electronics,0,3984.93,3984.93,Credit Card,Hyderabad,0.0
2,2,3,Electronics,1,3778.13,3455.21,Credit Card,Hyderabad,0.0
1,2,4,Home & Kitchen,0,923.88,923.88,Debit Card,Bangalore,1.0
0,1,1,Books,0,2774.37,2774.37,Credit Card,Pune,1.0
1,3,5,Electronics,1,3556.95,3126.18,Credit Card,Chennai,0.0
0,3,6,Electronics,0,3046.32,3046.32,Cash on Delivery,Pune,1.0
1,0,1,Books,0,1629.98,1629.98,Debit Card,Bangalore,1.0
1,3,3,Beauty and Health,0,2402.2,2402.2,PhonePe UPI,Mumbai,1.0
1,3,5,Books,1,2387.7,2019.13,PhonePe UPI,Delhi,1.0
0,4,2,Beauty and Health,0,3074.02,3074.02,Credit Card,Chennai,0.0
0,1,6,Electronics,1,1665.51,1556.07,Paytm UPI,Ahmedabad,0.0
1,4,1,Electronics,0,3199.04,3199.04,Paytm UPI,Pune,1.0
0,2,2,Clothing,0,2481.02,2481.02,Credit Card,Ahmedabad,0.0
0,0,0,Sports & Fitness,1,2574.67,2483.28,Google Pay UPI,Delhi,1.0
0,2,6,Clothing,1,4345.36,4284.69,Google Pay UPI,Jaipur,1.0
0,1,6,Clothing,1,6199.95,6081.51,Credit Card,Mumbai,0.0
0,2,6,Electronics,1,5038.11,4615.15,Cash on Delivery,Bangalore,1.0
0,1,5,Electronics,1,637.57,569.74,Credit Card,Mumbai,0.0
1,2,4,Sports & Fitness,0,1226.01,1226.01,International Card,Mumbai,1.0
2,1,4,Sports & Fitness,0,868.44,868.44,Net Banking,Chennai,1.0
1,1,3,Electronics,1,1210.68,779.94,Debit Card,Delhi,0.0
0,2,5,Sports & Fitness,0,3949.12,3949.12,International Card,Bangalore,0.0
1,1,2,Beauty and Health,0,938.65,938.65,Credit Card,Bangalore,0.0
0,1,4,Electronics,0,2103.34,2103.34,PhonePe UPI,Chennai,1.0
0,2,3,Beauty and Health,0,4057.19,4057.19,Credit Card,Srinagar,1.0
1,1,5,Home & Kitchen,1,1044.85,937.85,Net Banking,Delhi,1.0
0,3,6,Electronics,0,2095.47,2095.47,Credit Card,Pune,1.0
1,1,2,Electronics,0,4843.99,4843.99,Credit Card,Chennai,1.0
2,1,1,Beauty and Health,0,4690.52,4690.52,Credit Card,Bangalore,1.0
0,2,3,Beauty and Health,0,4370.81,4370.81,Credit Card,Bangalore,0.0
0,2,6,Home & Kitchen,0,4252.2,4252.2,Net Banking,Mumbai,0.0
0,3,1,Beauty and Health,0,183.57,183.57,Credit Card,Delhi,1.0
0,2,6,Beauty and Health,0,774.16,774.16,Credit Card,Pune,1.0
2,2,4,Electronics,1,2404.4,1998.77,PhonePe UPI,Delhi,1.0
0,2,1,Electronics,1,5389.95,5072.66,Credit Card,Pune,1.0
0,2,3,Electronics,1,5460.87,5079.83,Credit Card,Mumbai,1.0
1,2,5,Sports & Fitness,1,5104.02,5015.97,Net Banking,Mumbai,0.0
2,1,2,Beauty and Health,0,6217.13,6217.13,Debit Card,Pune,1.0
1,2,2,Electronics,0,4280.89,4280.89,Credit Card,Hyderabad,1.0
0,2,6,Electronics,0,511.82,511.82,Debit Card,Delhi,1.0
2,2,4,Sports & Fitness,0,6690.23,6690.23,Credit Card,Chennai,1.0
1,3,6,Books,1,2400.1,2324.55,International Card,Kolkata,1.0
1,1,6,Other,1,3560.69,3393.15,Debit Card,Mumbai,1.0
1,1,1,Sports & Fitness,0,4827.9,4827.9,Cash on Delivery,Mumbai,1.0
1,1,2,Home & Kitchen,0,1203.31,1203.31,Credit Card,Bangalore,1.0
0,2,0,Electronics,1,5013.37,4701.01,Credit Card,Delhi,1.0
2,2,2,Other,0,1790.25,1790.25,Debit Card,Delhi,0.0
2,1,5,Beauty and Health,0,737.18,737.18,Debit Card,Srinagar,1.0
0,2,6,Electronics,0,730.61,730.61,Credit Card,Delhi,1.0
1,1,4,Clothing,1,4702.1,4255.48,Net Banking,Kolkata,0.0
0,0,5,Clothing,1,2360.54,2270.14,Credit Card,Bangalore,1.0
2,2,0,Other,1,1102.87,678.09,Debit Card,Varanasi,1.0
0,2,0,Electronics,1,3063.31,2700.38,Credit Card,Pune,1.0
2,4,6,Books,0,5333.18,5333.18,PhonePe UPI,Mumbai,1.0
2,3,1,Clothing,1,1356.57,1180.57,PhonePe UPI,Hyderabad,1.0
0,1,4,Pet Care,1,5200.12,4911.24,Credit Card,Delhi,1.0
0,2,2,Clothing,0,3751.3,3751.3,Credit Card,Hyderabad,1.0
1,1,3,Other,0,607.1,607.1,PhonePe UPI,Mumbai,0.0
0,2,3,Electronics,1,5105.07,4689.87,Debit Card,Kolkata,1.0
2,0,4,Home & Kitchen,1,1411.06,1202.03,Credit Card,Pune,0.0
1,1,0,Sports & Fitness,1,3107.54,3056.76,Credit Card,Kolkata,1.0
0,3,3,Home & Kitchen,0,1936.82,1936.82,Debit Card,Mumbai,1.0
1,3,1,Clothing,1,5737.66,5282.81,Debit Card,Bangalore,1.0
2,3,0,Other,1,3539.68,3438.13,Cash on Delivery,Mumbai,1.0
2,4,1,Home & Kitchen,0,998.73,998.73,Debit Card,Mumbai,1.0
0,3,2,Clothing,0,2467.19,2467.19,Credit Card,Mumbai,0.0
1,2,0,Pet Care,0,4045.83,4045.83,Credit Card,Mumbai,0.0
2,1,3,Home & Kitchen,0,2536.28,2536.28,PhonePe UPI,Hyderabad,1.0
1,1,2,Home & Kitchen,1,5177.07,4966.42,Google Pay UPI,Bangalore,1.0
